City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
445,Palmerston,AU,90.03,broken clouds,-12.486,130.9833,Quest Palmerston - Serviced Apartments and Accommodation
447,Kashan,IR,52.88,clear sky,33.9831,51.4364,Manouchehri Traditional House
448,Boa Vista,BR,80.58,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
449,Vardo,NO,35.04,overcast clouds,70.3705,31.1107,Vardø Hotel AS
451,Wanning,CN,75.43,overcast clouds,18.8003,110.3967,Paradise Hotel
452,Wamba,NG,73.89,broken clouds,8.9333,8.6,Roma Zee Guest House Annex
453,Pinega,RU,29.79,snow,64.7001,43.3936,"Gostevoy Dom Ooo ""Pinezh'yeles"""
454,Maniitsoq,GL,32.25,few clouds,65.4167,-52.9,Hotel Heilmann Lyberth
455,Mosquera,CO,57.29,light rain,4.7059,-74.2302,Hotel SJ
456,Lugovoy,KZ,51.04,overcast clouds,42.9472,72.7644,Ж.Д Вокзал Луговая
457,Lac Du Bonnet,CA,50.59,overcast clouds,50.2536,-96.0612,Casey's Inn Motor Hotel
458,Bathsheba,BB,83.01,few clouds,13.2167,-59.5167,Atlantis Hotel
459,Awash,ET,72.39,clear sky,8.9833,40.1667,Kediga hotel
460,Waingapu,ID,82.71,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
462,De-Kastri,RU,46.44,broken clouds,51.4667,140.7833,Somon Hotel
463,Sakakah,SA,69.37,few clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
464,Laguna,US,67.24,overcast clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
467,Sechura,PE,68.09,broken clouds,-5.5569,-80.8222,Hospedaje Costa Bella
468,Poum,NC,75.6,overcast clouds,-20.2333,164.0167,Gîte kajeon
470,Antalaha,MG,69.03,few clouds,-14.9003,50.2788,Hotel Vitasoa
471,Havelock,US,66.18,clear sky,34.8791,-76.9013,Sherwood Motel
472,Namioka,JP,59.22,broken clouds,40.7072,140.5894,Restaurant & INN Sunrise
473,Hope,US,73.45,overcast clouds,33.6671,-93.5916,Best Western Hope
474,Kabinda,CD,67.3,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
475,Buncrana,IE,57.49,light rain,55.1333,-7.45,Inishowen Gateway Hotel
478,Yar-Sale,RU,17.17,broken clouds,66.8333,70.8333,Yalemd
479,Byron Bay,AU,75.31,broken clouds,-28.65,153.6167,Backpackers Inn on the Beach
480,Grand-Santi,GF,74.35,broken clouds,4.25,-54.3833,Hotel La Villa Couacou
482,Iqaluit,CA,29.93,broken clouds,63.7506,-68.5145,Frobisher Inn
483,Rongcheng,CN,61.48,overcast clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
484,Inirida,CO,73.74,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
485,Oron,NG,76.06,light rain,4.8256,8.2343,Aqua Belloni Lodge
486,Anchorage,US,38.21,scattered clouds,61.2181,-149.9003,Hotel Captain Cook
487,Dubbo,AU,68.13,clear sky,-32.25,148.6167,Comfort Inn Blue Lagoon
488,Sarangani,PH,83.03,overcast clouds,5.4033,125.4636,Ballistic Islet
489,Rabo De Peixe,PT,69.31,scattered clouds,37.8,-25.5833,Quinta das Giestas
490,Malibu,US,75.65,clear sky,34.005,-118.8101,Malibu Country Inn
491,Barcelos,PT,59.85,scattered clouds,41.5388,-8.6151,Hotel Do Terço
492,Luang Prabang,LA,69.6,broken clouds,19.8856,102.1347,The Apsara
493,Mitsamiouli,KM,78.31,broken clouds,-11.3847,43.2844,Foyer ADM
494,Zarubino,RU,51.4,broken clouds,42.63,131.0922,Okean
495,Palauig,PH,80.49,broken clouds,15.435,119.9045,Alperi Botique Resort
496,Tabas,IR,59.5,clear sky,33.5959,56.9244,شرکت معماری مهراز شایگان آراد
497,Arrifes,PT,68.25,scattered clouds,37.7667,-25.7,Hotel Ponta Delgada
498,Voghera,IT,53.58,clear sky,44.9947,9.0086,Emilia B&B
499,Zaysan,KZ,45.81,clear sky,47.4667,84.8667,Ерлан үй
500,Itacoatiara,BR,75.63,moderate rain,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
501,Shache,CN,44.58,clear sky,38.4167,77.2406,Delong Hotel
502,Linxia,CN,39.78,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
503,Alofi,NU,80.49,broken clouds,-19.0595,-169.9187,Taloa Heights
504,Hovd,MN,35.4,clear sky,48.0056,91.6419,Hotel Khovd
505,Kolondieba,ML,76.96,light rain,11.0882,-6.8926,Hotel Dakan
506,Koutsouras,GR,64.11,broken clouds,35.0339,25.9469,The White Houses
507,Russell,US,67.6,clear sky,32.3502,-85.1999,Macs
508,Dhidhdhoo,MV,81.57,overcast clouds,6.8833,73.1,Dhidhoo beach
510,Prainha,BR,79.59,scattered clouds,-1.8,-53.48,Casa Rocha
511,Barranca De Upia,CO,74.28,overcast clouds,4.5696,-72.9668,HOTEL GUAICARAMO
512,Hobyo,SO,79.97,few clouds,5.3505,48.5268,Halane Hotel and Restaurent
513,Rio Cuarto,AR,85.77,clear sky,-33.1307,-64.3499,Grand Hotel Río Cuarto
514,Vaitape,PF,78.64,light rain,-16.5167,-151.75,Conrad Bora Bora Nui
515,Tan An,VN,78.82,overcast clouds,10.5333,106.4167,Khách Sạn Quỳnh Anh
516,Huilong,CN,66.04,light rain,31.8111,121.655,Hilton Garden Inn Qidong
517,Dawei,MM,74.52,scattered clouds,14.0833,98.2,Hotel Dawei
518,Kroya,ID,77.9,overcast clouds,-7.6331,109.2461,RUSTANTO Fam
519,Bengkulu,ID,75.87,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
520,Banda Aceh,ID,78.53,overcast clouds,5.5577,95.3222,Sulthan Hotel International
521,Sistranda,NO,48.9,overcast clouds,63.7256,8.834,Hotell Frøya
523,Port Maria,JM,82.36,scattered clouds,18.3685,-76.8895,Galina Breeze Hotel
524,Katherine,AU,86.32,scattered clouds,-14.4667,132.2667,Pine Tree Motel
525,Shakhtinsk,KZ,28.96,overcast clouds,49.71,72.5872,Orifleym
526,Tondano,ID,75.29,overcast clouds,1.3038,124.9112,Villa Bella
527,Nelson Bay,AU,73.78,clear sky,-32.7167,152.15,Mantra Nelson Bay
528,Sao Gabriel Da Cachoeira,BR,73.96,overcast clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
529,Fairbanks,US,32.09,overcast clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
531,Bama,NG,78.62,overcast clouds,11.5221,13.6856,UN Humanitarian Hub
532,Mankono,CI,73.99,overcast clouds,8.0586,-6.1897,Centre d'accueil Emmaüs
533,Karwar,IN,74.71,clear sky,14.8,74.1333,Netalco Connects
534,Samarai,PG,82.78,broken clouds,-10.6167,150.6667,Nuli Sapi
535,Mangan,IN,60.19,few clouds,27.5167,88.5333,Hotel Mout View
536,Namtsy,RU,23.11,overcast clouds,62.7161,129.6658,"""Эңсиэли Киин"""
537,San Rafael,AR,78.94,few clouds,-34.6177,-68.3301,Hotel San Rafael
538,Concarneau,FR,58.82,overcast clouds,47.875,-3.9225,Brit Hotel de L' Océan
539,Storsteinnes,NO,31.37,overcast clouds,69.2408,19.2344,Tingvoll
541,Buta,CD,70.54,overcast clouds,2.7858,24.73,HOTEL BISO NA BISO
542,Eydhafushi,MV,81.01,overcast clouds,5.1033,73.0708,Soneva Fushi
544,Anzio,IT,60.69,overcast clouds,41.4853,12.6179,Beauty Hotel & SPA
545,Kupang,ID,82.98,few clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
546,Sao Jose Da Coroa Grande,BR,77.25,few clouds,-8.8978,-35.1478,Crôa Mares Hotel
547,Takoradi,GH,77.07,overcast clouds,4.8845,-1.7554,Raybow International Hotel
548,Leshukonskoye,RU,27.19,light snow,64.8989,45.7622,Pryalitsa Hostel
549,Bilma,NE,80.35,clear sky,18.6853,12.9164,Expeditions Ténére voyages
550,Akalkot,IN,68.94,clear sky,17.5333,76.2167,Hotel Vikas
551,Revda,RU,31.01,overcast clouds,56.801,59.9303,Metallurg
552,Sovetskiy,RU,22.48,clear sky,61.3614,63.5842,Apartment on Kievskaya 29
553,Bagotville,AU,75.22,broken clouds,-28.9833,153.4167,Broadwater Sunrise Caravan Park
554,Kiruna,SE,22.12,light snow,67.8557,20.2251,Camp Ripan
555,Taksimo,RU,26.19,broken clouds,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
556,Berlevag,NO,33.98,overcast clouds,70.8578,29.0864,Kvitbrakka
558,Cabedelo,BR,77.67,clear sky,-6.9811,-34.8339,Hotel Pigalle
559,Viedma,AR,68.13,scattered clouds,-40.8135,-62.9967,Hotel Cristal
561,Kangaatsiaq,GL,16.83,broken clouds,68.3065,-53.4641,Nukissiorfiit
562,Oudtshoorn,ZA,61.16,broken clouds,-33.5907,22.2014,Earthbound Guest House
564,Nago,JP,75.27,clear sky,26.5881,127.9761,Hotel Yugaf Inn Okinawa
566,Srandakan,ID,80.1,overcast clouds,-7.9386,110.2506,Puri Brata
567,Tigre,AR,85.24,clear sky,-34.426,-58.5796,Puerto Delta Apartamentos
568,Talas,TR,27.27,clear sky,38.6908,35.5538,Fimaj Residence
569,Soderhamn,SE,40.03,clear sky,61.3037,17.0592,Best Western Hotell SöderH
570,Iskateley,RU,14.63,few clouds,67.6803,53.1512,Hostel Agat
571,Sandnessjoen,NO,46.38,broken clouds,66.0217,12.6316,Syv Søstre Apartments
572,Kununurra,AU,89.58,few clouds,-15.7667,128.7333,Hotel Kununurra
573,Baturaja,ID,76.82,overcast clouds,-4.1333,104.1667,"HOTEL Sekar Sunja, Baturaja Timur, Ogan Komering Ulu"
575,Kartaly,RU,30.79,broken clouds,53.0522,60.6467,Gostinitsa Lyuks
576,Lasa,IT,45.48,scattered clouds,46.6166,10.7002,Pension Feldgärtenhof
577,Kingman,US,66.29,clear sky,35.1894,-114.053,Rodeway Inn Kingman Route 66
578,Krasnogorsk,RU,40.37,clear sky,55.8225,37.3181,"Hotel ""Academy"""
579,Bowen,AU,82.62,broken clouds,-20.0167,148.2333,Castle Motor Lodge Motel
580,Matay,EG,69.53,clear sky,28.419,30.7792,Nag Aespen
581,Port Macquarie,AU,74.89,clear sky,-31.4333,152.9167,Rydges Port Macquarie
583,Port Hedland,AU,75.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
586,Voyvozh,RU,20.08,overcast clouds,62.892,54.9635,Gostinitsa Yakor'
587,Salta,AR,79.39,clear sky,-24.7859,-65.4117,Hotel Alejandro I
588,Sola,VU,80.87,scattered clouds,-13.8833,167.55,Leumerus Bungalows
589,Lazaro Cardenas,MX,80.37,overcast clouds,17.9583,-102.2,quinta antigua
590,Polohy,UA,34.54,clear sky,47.4844,36.2536,Oven
591,Kasempa,ZM,69.73,broken clouds,-13.4584,25.8338,Lolelunga Forest Reserve
592,San Carlos De Bariloche,AR,58.44,clear sky,-41.1456,-71.3082,Hotel Patagonia
593,Bubaque,GW,82.24,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
595,Santa Marta,CO,80.94,scattered clouds,11.2408,-74.199,Casa de Isabella
596,Hambantota,LK,73.74,few clouds,6.1241,81.1185,Bungalow 63
598,Ponta Delgada,PT,70.52,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
599,Port Hardy,CA,48.38,light intensity shower rain,50.6996,-127.4199,Airport Inn
600,Beni,CD,60.22,overcast clouds,0.5,29.4667,Albertine hotel
601,Krasne,UA,33.15,overcast clouds,49.9145,24.6134,Feniks
602,Jaciara,BR,73.15,overcast clouds,-15.9653,-54.9683,Taba Hotel
603,Bartica,GY,80.92,light rain,6.4,-58.6167,Sloth Island Nature Resort
604,Pinawa,CA,46.0,overcast clouds,50.1489,-95.8811,Pinawa Motel
605,Gwadar,PK,77.16,clear sky,25.1216,62.3254,Sadaf Resort
607,Buchanan,LR,77.45,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
608,Excelsior Springs,US,61.77,overcast clouds,39.3392,-94.2261,The Elms Hotel & Spa
609,Paralimni,CY,65.08,few clouds,35.0375,33.9833,Amore Hotel Apartments
610,Qrendi,MT,67.1,broken clouds,35.8347,14.4583,M'Anglu
611,Magdagachi,RU,34.02,overcast clouds,53.45,125.8,Motopolyana Magdagachi
612,Yambio,SS,68.14,light rain,4.5721,28.3955,Naivasha Hotel
613,Modugno,IT,59.25,broken clouds,41.0974,16.778,Best Western Hotel HR
614,Sibolga,ID,76.15,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
615,Charlottetown,CA,48.78,broken clouds,46.2352,-63.1267,Rodd Charlottetown
616,Tarragona,ES,59.38,clear sky,41.129,1.249,Hotel SB Ciutat de Tarragona
617,Victor Harbor,AU,82.47,moderate rain,-35.5667,138.6167,McCracken Country Club
618,Bhimunipatnam,IN,80.11,few clouds,17.8833,83.4333,Bheemili Court
619,Teknaf,BD,76.71,overcast clouds,20.8624,92.3058,Forestry Guesthouse
620,Ucluelet,CA,52.11,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
622,Chabahar,IR,77.54,clear sky,25.2919,60.643,هتل گدروشیا
623,Diego De Almagro,CL,64.58,clear sky,-26.3667,-70.05,hotel luna del desierto
624,Mayna,RU,33.44,overcast clouds,54.1135,47.6231,Gostinnitsa
625,Havre-Saint-Pierre,CA,46.4,clear sky,50.2334,-63.5986,Auberge Niapiskau
626,Arrecife,ES,69.78,scattered clouds,28.963,-13.5477,Hotel Lancelot
627,Bairiki,KI,86.0,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
628,Husum,DE,55.36,overcast clouds,54.4858,9.0524,Best Western Plus Theodor Storm Hotel
629,Ampanihy,MG,70.29,scattered clouds,-24.7,44.75,Angora Hotel
630,Porbandar,IN,78.06,clear sky,21.6422,69.6093,Lords Inn Porbandar
632,Roma,US,56.12,light rain,43.2128,-75.4557,Wingate By Wyndham Rome
635,Sarahan,IN,42.44,clear sky,31.5167,77.8,OYO 39328 Bushahr Heights
636,Faya,SA,59.11,clear sky,18.3851,42.4509,املاك خالد الشعشوع
637,San Luis,AR,79.25,clear sky,-33.295,-66.3356,Huarpes Hotel
638,Kirakira,SB,86.11,broken clouds,-10.4544,161.9205,SanBiz Lodge
639,Espanola,US,55.38,few clouds,35.9911,-106.0806,Santa Claran Hotel Casino
640,Russellville,US,65.14,clear sky,35.2784,-93.1338,Hampton Inn Russellville
641,Qorveh,IR,40.96,broken clouds,35.1664,47.8045,بانک مهر ایران
642,Mahina,PF,83.97,light rain,-17.5065,-149.489,Guest Beach Bungalow Tahiti
643,Tortoli,IT,60.62,clear sky,39.9256,9.6572,Hotel La Bitta
644,Saint-Joseph,RE,70.18,scattered clouds,-21.3667,55.6167,"""Plantation Bed and Breakfast"
645,Altay,CN,37.81,clear sky,47.8667,88.1167,Jinqiao Hotel
646,Zarya,RU,40.51,overcast clouds,55.7553,38.0958,Hotel Dali
647,Miguel Auza,MX,70.66,clear sky,24.2933,-103.4503,Hotel Del Centro
648,Hojo,JP,63.48,scattered clouds,33.9766,132.7777,Seapa Makoto
649,Bridlington,GB,59.29,overcast clouds,54.0831,-0.1919,Expanse Bridlington Seafront Hotel
650,Qasigiannguit,GL,12.45,few clouds,68.8193,-51.1922,Hotel Diskobay
651,Husavik,IS,39.11,overcast clouds,66.0449,-17.3389,Bjarnabúð
652,Zaragoza,ES,52.81,clear sky,41.6561,-0.8773,Hotel Goya
653,Yamethin,MM,71.94,clear sky,20.4333,96.15,အလင်းရောင် ဘက်ထရီ
655,Sorong,ID,82.09,overcast clouds,-0.8833,131.25,waigo splash hotel
656,Praia Da Vitoria,PT,71.76,scattered clouds,38.7333,-27.0667,Hotel Branco I
657,Port Blair,IN,77.04,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
658,Yeppoon,AU,80.38,clear sky,-23.1333,150.7333,Villa Mar Colina
659,Kanodar,IN,72.86,clear sky,24.1,72.3833,Ovesh ali hasan
660,Esna,EG,73.42,scattered clouds,25.2934,32.554,Orient Star Dahabyia Isna 05 Nights Each Sunday
661,Morden,CA,53.46,overcast clouds,49.1919,-98.1014,Morden Motor Inn
662,Teapa,MX,91.02,broken clouds,17.55,-92.95,Hotel Quintero
663,Provost,CA,60.22,scattered clouds,52.3501,-110.2683,Canalta Hotel Provost
664,Achutupo,PA,79.72,overcast clouds,9.2,-77.9833,Akwa Reef Lodge
665,Akyab,MM,77.43,overcast clouds,20.15,92.9,Hotel Memory
666,Pisco,PE,62.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
667,Te Anau,NZ,58.71,moderate rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
668,Paamiut,GL,37.29,clear sky,61.994,-49.6678,Hotel Ivaana
669,Chiusi,IT,54.37,overcast clouds,43.016,11.9475,L'Albero di Gamelì
670,Westerland,DE,57.22,broken clouds,54.9079,8.3033,Dorint Strandhotel & Spa Westerland / Sylt
672,Turukhansk,RU,21.29,light snow,65.8167,87.9833,"ООО ""Туруханская пушнина"""
673,Floro,NO,50.97,moderate rain,61.5996,5.0328,Kinn Hotell Florø
674,Killybegs,IE,55.45,overcast clouds,54.6333,-8.45,Tara Hotel
675,College,US,31.59,overcast clouds,64.8569,-147.8028,Pike's Waterfront Lodge
676,Kattivakkam,IN,78.89,overcast clouds,13.2167,80.3167,Euronova Freezer
677,Puri,IN,75.72,clear sky,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
678,Fomboni,KM,78.62,scattered clouds,-12.28,43.7425,Auberge les abou
679,Urucara,BR,79.38,moderate rain,-2.5364,-57.76,Pousada Maria Bonita
