City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
225,Nikolayevsk-Na-Amure,53.1406,140.73,36.59,84,51,2.19,RU,2021-10-26 23:29:10,broken clouds
226,Amuntai,-2.4177,115.2494,75.96,94,99,0.89,ID,2021-10-26 23:29:11,overcast clouds
227,Shimoda,34.6667,138.95,64.76,75,79,3.76,JP,2021-10-26 23:29:11,broken clouds
228,Nizhneudinsk,54.9076,99.0276,40.57,61,95,3.13,RU,2021-10-26 23:29:12,overcast clouds
229,Litovko,49.2361,135.1742,42.24,89,95,3.2,RU,2021-10-26 23:29:12,light rain
230,Nishihara,26.1842,127.7558,74.48,70,20,5.75,JP,2021-10-26 23:29:13,few clouds
231,Marathon,44.9,-89.7668,47.19,68,1,0.0,US,2021-10-26 23:29:13,clear sky
232,Careiro Da Varzea,-3.2003,-59.8119,83.01,90,100,3.36,BR,2021-10-26 23:29:13,light rain
233,Herat,34.5,62.0,50.11,35,0,8.23,AF,2021-10-26 23:29:14,clear sky
234,Oistins,13.0667,-59.5333,82.49,69,20,14.97,BB,2021-10-26 23:24:42,few clouds
235,Mizdah,31.4451,12.9801,62.51,76,99,10.47,LY,2021-10-26 23:29:15,overcast clouds
236,Onega,63.9061,38.1404,40.39,98,100,10.85,RU,2021-10-26 23:29:15,light rain
237,Sinegorskiy,48.0139,40.8447,31.51,49,38,3.58,RU,2021-10-26 23:29:15,scattered clouds
238,Nouadhibou,20.931,-17.0347,67.98,88,93,14.97,MR,2021-10-26 23:29:16,overcast clouds
239,Tura,25.5198,90.2201,65.43,93,0,3.69,IN,2021-10-26 23:27:15,clear sky
240,Sangar,63.9242,127.4739,20.91,96,100,5.37,RU,2021-10-26 23:29:17,overcast clouds
241,Beringovskiy,63.05,179.3167,8.42,87,100,21.63,RU,2021-10-26 23:26:04,overcast clouds
242,San Policarpo,12.1791,125.5072,81.27,83,81,11.07,PH,2021-10-26 23:29:17,broken clouds
243,Antofagasta,-23.65,-70.4,60.08,77,3,1.68,CL,2021-10-26 23:29:18,clear sky
244,Pestravka,52.405,49.9583,32.7,66,58,11.74,RU,2021-10-26 23:29:18,broken clouds
245,Kahului,20.8947,-156.47,85.96,74,20,19.57,US,2021-10-26 23:26:19,few clouds
246,Popondetta,-8.7537,148.2534,86.65,57,62,2.64,PG,2021-10-26 23:29:19,broken clouds
247,Kandrian,-6.2167,149.55,84.6,72,88,5.97,PG,2021-10-26 23:29:20,overcast clouds
248,Galesong,-5.3166,119.3661,78.82,77,100,3.04,ID,2021-10-26 23:29:20,overcast clouds
249,Tlacotepec,20.0667,-97.8667,72.0,88,42,3.4,MX,2021-10-26 23:29:20,scattered clouds
250,Solnechnogorsk,56.1833,36.9833,37.33,77,100,10.33,RU,2021-10-26 23:29:21,overcast clouds
251,Hida,47.0667,23.2833,33.66,62,2,2.28,RO,2021-10-26 23:29:21,clear sky
252,Nome,64.5011,-165.4064,24.87,74,90,8.05,US,2021-10-26 23:29:22,light snow
253,Tonj,7.2737,28.6822,70.72,94,97,2.48,SS,2021-10-26 23:29:22,moderate rain
254,Bure,10.7,37.0667,57.97,85,97,4.68,ET,2021-10-26 23:29:22,overcast clouds
255,Narsaq,60.9167,-46.05,35.82,59,13,7.4,GL,2021-10-26 23:29:23,few clouds
256,Sisimiut,66.9395,-53.6735,20.23,60,67,10.16,GL,2021-10-26 23:29:24,broken clouds
257,Namibe,-15.1961,12.1522,64.33,76,31,6.82,AO,2021-10-26 23:29:24,scattered clouds
258,Kralendijk,12.15,-68.2667,82.38,83,75,16.11,BQ,2021-10-26 23:29:24,broken clouds
259,Rio Grande,-32.035,-52.0986,68.97,76,0,7.05,BR,2021-10-26 23:27:37,clear sky
260,Naklo Nad Notecia,53.1421,17.6018,47.44,94,65,7.74,PL,2021-10-26 23:29:25,broken clouds
261,Ilulissat,69.2167,-51.1,12.22,57,19,4.61,GL,2021-10-26 23:26:20,few clouds
262,Puerto Escondido,15.85,-97.0667,86.83,54,75,9.22,MX,2021-10-26 23:29:26,broken clouds
263,Mackay,-21.15,149.2,85.05,54,40,8.05,AU,2021-10-26 23:29:26,scattered clouds
264,Takaka,-40.85,172.8,60.57,48,100,9.13,NZ,2021-10-26 23:29:27,overcast clouds
265,Gamboma,-1.8764,15.8644,73.69,92,94,0.81,CG,2021-10-26 23:29:27,light rain
266,Clyde River,70.4692,-68.5914,22.55,82,88,5.01,CA,2021-10-26 23:29:28,overcast clouds
267,Iki-Burul,45.8208,44.6472,30.4,60,2,5.08,RU,2021-10-26 23:29:28,clear sky
268,Lubbock,33.6001,-101.8338,86.25,17,20,20.0,US,2021-10-26 23:25:26,few clouds
269,Kuytun,54.3419,101.5036,34.75,76,87,5.82,RU,2021-10-26 23:29:29,overcast clouds
270,Campeche,19.0,-90.5,89.8,52,38,1.3,MX,2021-10-26 23:29:29,scattered clouds
271,Lubao,14.9167,120.55,80.62,84,96,4.43,PH,2021-10-26 23:29:30,overcast clouds
272,Santa Vitoria Do Palmar,-33.5189,-53.3681,70.36,75,0,6.53,BR,2021-10-26 23:29:30,clear sky
273,Broken Hill,-31.95,141.4333,78.51,10,41,19.57,AU,2021-10-26 23:29:31,scattered clouds
274,Raga,8.4596,25.678,73.02,83,100,3.42,SS,2021-10-26 23:29:31,overcast clouds
275,Kilemary,56.7783,46.8659,33.94,85,100,8.08,RU,2021-10-26 23:29:31,overcast clouds
276,Chato,-2.6378,31.7669,70.34,73,42,3.31,TZ,2021-10-26 23:29:32,scattered clouds
277,Keti Bandar,24.1447,67.4497,77.41,67,0,9.22,PK,2021-10-26 23:29:32,clear sky
278,Najran,17.4924,44.1277,63.25,16,1,2.08,SA,2021-10-26 23:29:33,clear sky
279,Cabreuva,-23.3075,-47.1328,71.58,72,95,11.01,BR,2021-10-26 23:29:33,overcast clouds
280,Charters Towers,-20.1,146.2667,83.17,50,5,15.3,AU,2021-10-26 23:29:34,clear sky
281,Daru,-9.0763,143.2092,84.45,71,49,13.4,PG,2021-10-26 23:29:34,scattered clouds
282,Aktau,43.65,51.2,39.78,51,95,8.08,KZ,2021-10-26 23:29:34,overcast clouds
283,Cayeli,41.0923,40.7292,51.48,63,0,3.91,TR,2021-10-26 23:29:35,clear sky
284,Hohhot,40.8106,111.6522,30.49,59,0,4.47,CN,2021-10-26 23:29:35,clear sky
285,Taitung,22.7583,121.1444,71.87,88,40,4.61,TW,2021-10-26 23:29:36,scattered clouds
286,Dunedin,-45.8742,170.5036,57.31,83,91,5.64,NZ,2021-10-26 23:29:36,overcast clouds
287,Batemans Bay,-35.7167,150.1833,72.19,53,55,3.71,AU,2021-10-26 23:29:37,broken clouds
288,At-Bashi,41.1702,75.8106,29.41,62,51,2.35,KG,2021-10-26 23:29:37,broken clouds
289,Fortuna,40.5982,-124.1573,60.1,70,90,1.01,US,2021-10-26 23:29:38,overcast clouds
290,Flinders,-34.5833,150.8552,72.18,64,59,5.01,AU,2021-10-26 23:29:38,broken clouds
291,Nan,18.8333,100.6667,69.82,100,40,0.0,TH,2021-10-26 23:29:38,mist
292,Bodaybo,57.8506,114.1933,20.88,94,87,2.98,RU,2021-10-26 23:29:39,overcast clouds
293,Saint-Georges,12.0564,-61.7485,82.08,78,20,17.27,GD,2021-10-26 23:27:15,few clouds
294,Camacha,33.0833,-16.3333,66.96,73,40,13.8,PT,2021-10-26 23:29:39,scattered clouds
295,Mamit,23.9333,92.4833,63.34,99,51,1.68,IN,2021-10-26 23:29:40,broken clouds
296,Lovozero,68.005,35.0117,25.48,96,100,12.28,RU,2021-10-26 23:29:40,snow
297,Adrar,20.5022,-10.0711,79.03,33,24,10.4,MR,2021-10-26 23:27:50,few clouds
298,The Valley,18.217,-63.0578,82.26,74,20,3.44,AI,2021-10-26 23:29:41,few clouds
299,Hasaki,35.7333,140.8333,55.8,67,64,7.56,JP,2021-10-26 23:26:56,broken clouds
300,Rawson,-43.3002,-65.1023,72.0,28,73,22.79,AR,2021-10-26 23:29:41,broken clouds
301,Half Moon Bay,37.4636,-122.4286,67.82,66,75,4.61,US,2021-10-26 23:29:42,broken clouds
302,Otavi,-19.65,17.3333,78.3,23,97,1.83,NA,2021-10-26 23:29:43,overcast clouds
303,Bitung,1.4451,125.1824,83.25,75,100,0.76,ID,2021-10-26 23:29:43,overcast clouds
304,Kalmunai,7.4167,81.8167,77.41,85,100,6.93,LK,2021-10-26 23:29:44,overcast clouds
305,Road Town,18.4167,-64.6167,83.19,94,40,0.0,VG,2021-10-26 23:29:44,scattered clouds
306,Aksarka,66.5606,67.7975,17.78,94,99,4.72,RU,2021-10-26 23:29:44,overcast clouds
307,Verkhnevilyuysk,63.4453,120.3167,19.51,88,54,8.23,RU,2021-10-26 23:29:45,broken clouds
308,Shingu,33.7333,135.9833,61.79,73,98,3.02,JP,2021-10-26 23:29:45,overcast clouds
309,Talnakh,69.4865,88.3972,9.14,94,100,2.68,RU,2021-10-26 23:29:46,overcast clouds
310,Marrakesh,31.6315,-8.0083,62.67,77,0,5.75,MA,2021-10-26 23:28:41,clear sky
311,Kilindoni,-7.9139,39.6668,78.8,79,89,11.7,TZ,2021-10-26 23:29:46,overcast clouds
312,San Patricio,28.017,-97.5169,84.18,65,80,15.97,US,2021-10-26 23:29:47,broken clouds
313,Chicama,-7.8447,-79.1469,59.54,73,52,7.11,PE,2021-10-26 23:29:47,broken clouds
314,Ordu,40.9086,37.6845,36.1,82,24,4.7,TR,2021-10-26 23:29:48,few clouds
315,Silifke,36.3778,33.9344,65.8,44,9,9.71,TR,2021-10-26 23:29:48,clear sky
316,Kondinskoye,59.6481,67.41,23.79,87,11,8.08,RU,2021-10-26 23:29:49,few clouds
317,Sept-Iles,50.2001,-66.3821,45.12,86,1,6.91,CA,2021-10-26 23:26:03,clear sky
318,Touros,-5.1989,-35.4608,76.1,74,7,14.29,BR,2021-10-26 23:29:50,clear sky
319,Camocim,-2.9022,-40.8411,80.44,76,6,17.16,BR,2021-10-26 23:29:51,clear sky
320,Urumqi,43.801,87.6005,36.55,65,0,4.47,CN,2021-10-26 23:29:51,clear sky
321,Kiama,-34.6833,150.8667,72.37,64,61,7.0,AU,2021-10-26 23:26:16,broken clouds
322,Bahia Honda,22.9036,-83.1592,79.63,83,92,2.91,CU,2021-10-26 23:29:52,overcast clouds
323,Victoria,22.2855,114.1577,78.33,79,98,4.0,HK,2021-10-26 23:29:40,overcast clouds
324,Yuanping,38.7153,112.7575,42.44,43,38,3.0,CN,2021-10-26 23:29:52,scattered clouds
325,Mehamn,71.0357,27.8492,32.5,59,95,23.24,NO,2021-10-26 23:29:53,overcast clouds
326,Ust-Tsilma,65.441,52.1498,17.76,97,100,2.91,RU,2021-10-26 23:29:53,overcast clouds
327,Ukiah,39.1502,-123.2078,58.01,91,90,9.22,US,2021-10-26 23:25:01,overcast clouds
328,Bimbo,4.2567,18.4158,71.53,94,0,0.0,CF,2021-10-26 23:29:54,light rain
329,Mungwi,-10.1732,31.3694,70.63,53,64,8.21,ZM,2021-10-26 23:29:54,broken clouds
330,Menongue,-14.6585,17.691,65.93,75,99,4.76,AO,2021-10-26 23:29:54,overcast clouds
331,Provideniya,64.3833,-173.3,19.51,68,90,6.71,RU,2021-10-26 23:26:28,light snow
332,Sinnamary,5.3833,-52.95,78.84,89,74,11.97,GF,2021-10-26 23:29:55,broken clouds
333,Koungou,-12.7336,45.2042,78.51,83,40,6.91,YT,2021-10-26 23:29:56,moderate rain
334,Fredericksburg,38.3032,-77.4605,56.95,60,90,1.01,US,2021-10-26 23:29:56,overcast clouds
335,San Juan,-31.5375,-68.5364,85.96,10,10,3.36,AR,2021-10-26 23:29:22,clear sky
336,Ishigaki,24.3448,124.1572,77.13,69,40,14.97,JP,2021-10-26 23:29:57,scattered clouds
337,Puerto Madryn,-42.7692,-65.0385,73.42,25,79,17.25,AR,2021-10-26 23:27:36,broken clouds
338,Sao Filipe,14.8961,-24.4956,79.52,76,84,9.19,CV,2021-10-26 23:29:58,broken clouds
339,Bhanpuri,21.1,80.9167,66.43,65,9,3.6,IN,2021-10-26 23:29:58,clear sky
340,Shimanovsk,52.0,127.7,34.21,89,100,1.86,RU,2021-10-26 23:29:58,overcast clouds
341,Shahreza,32.0339,51.8794,48.97,26,0,3.89,IR,2021-10-26 23:29:59,clear sky
342,Nova Zagora,42.4833,26.0167,50.27,77,0,3.56,BG,2021-10-26 23:29:59,clear sky
343,Winsum,53.33,6.5208,56.17,61,100,18.3,NL,2021-10-26 23:30:00,overcast clouds
344,Rincon,32.296,-81.2354,68.86,78,1,4.61,US,2021-10-26 23:27:36,clear sky
345,Jijiang,29.2906,106.2542,64.36,91,100,0.76,CN,2021-10-26 23:30:00,overcast clouds
346,Ribeira Grande,38.5167,-28.7,70.84,89,100,22.97,PT,2021-10-26 23:30:05,light rain
347,Santiago Del Estero,-27.7951,-64.2615,86.81,10,1,11.27,AR,2021-10-26 23:30:05,clear sky
348,Axim,4.8699,-2.2405,77.83,87,100,5.32,GH,2021-10-26 23:30:06,overcast clouds
349,Thompson,55.7435,-97.8558,35.76,100,90,4.61,CA,2021-10-26 23:26:14,overcast clouds
350,Labrea,-7.2586,-64.7981,76.82,82,72,1.12,BR,2021-10-26 23:30:07,broken clouds
351,Valkeala,60.9401,26.7979,46.8,93,90,8.05,FI,2021-10-26 23:30:09,overcast clouds
352,Sao Joao Da Barra,-21.6403,-41.0511,73.22,95,100,5.14,BR,2021-10-26 23:30:10,overcast clouds
353,Bismarck,46.8083,-100.7837,46.87,96,90,5.75,US,2021-10-26 23:28:01,mist
354,Rocha,-34.4833,-54.3333,67.39,81,0,5.99,UY,2021-10-26 23:30:11,clear sky
355,Lorengau,-2.0226,147.2712,85.69,65,28,4.07,PG,2021-10-26 23:30:11,scattered clouds
356,Sol-Iletsk,51.1631,54.9918,30.15,53,22,6.93,RU,2021-10-26 23:30:12,few clouds
357,Baykit,61.67,96.37,37.98,95,100,12.62,RU,2021-10-26 23:30:12,light rain
358,Pitimbu,-7.4706,-34.8086,77.59,71,6,12.33,BR,2021-10-26 23:28:48,clear sky
359,Sungaipenuh,-2.0833,101.3833,65.35,98,100,0.92,ID,2021-10-26 23:30:13,moderate rain
360,Hunchun,42.8675,130.3581,49.91,60,46,9.89,CN,2021-10-26 23:30:13,scattered clouds
361,Sabha,27.0377,14.4283,69.1,24,56,8.55,LY,2021-10-26 23:30:14,broken clouds
362,Mali,12.079,-12.2982,60.67,89,81,1.92,GN,2021-10-26 23:30:14,light rain
363,Santa Maria,-29.6842,-53.8069,70.9,64,0,3.44,BR,2021-10-26 23:30:15,clear sky
364,Puerto Ayacucho,5.6639,-67.6236,77.05,89,88,4.38,VE,2021-10-26 23:30:15,overcast clouds
365,Roald,62.5833,6.1333,48.34,76,20,14.97,NO,2021-10-26 23:30:16,moderate rain
366,Nouakchott,18.0858,-15.9785,80.53,45,70,20.51,MR,2021-10-26 23:30:16,broken clouds
367,Phuket,8.0,98.25,77.22,94,20,1.14,TH,2021-10-26 23:30:17,few clouds
368,Mazagao,-0.115,-51.2894,86.05,78,96,7.67,BR,2021-10-26 23:30:17,overcast clouds
369,Eyrarbakki,63.863,-21.1481,44.65,86,100,32.01,IS,2021-10-26 23:30:18,overcast clouds
370,Ivanivka,46.7208,34.553,36.63,68,0,7.54,UA,2021-10-26 23:30:18,clear sky
371,Ust-Kulom,61.6864,53.6902,24.15,96,71,5.28,RU,2021-10-26 23:30:18,broken clouds
372,Uniao,-4.5858,-42.8642,87.82,47,41,6.38,BR,2021-10-26 23:30:20,scattered clouds
373,Beian,63.6559,9.5683,49.01,87,0,13.8,NO,2021-10-26 23:30:21,clear sky
374,Ocos,14.5094,-92.1933,88.32,78,12,4.23,GT,2021-10-26 23:30:21,few clouds
375,Aykhal,66.0,111.5,-0.67,100,80,2.89,RU,2021-10-26 23:28:45,broken clouds
376,Olafsvik,64.8945,-23.7142,42.53,82,100,31.72,IS,2021-10-26 23:28:35,light rain
377,Natal,-5.795,-35.2094,77.22,88,75,8.05,BR,2021-10-26 23:30:22,broken clouds
378,Minden,52.2833,8.9167,56.03,84,100,15.75,DE,2021-10-26 23:30:23,overcast clouds
379,Bukan,36.521,46.2089,45.36,62,99,3.22,IR,2021-10-26 23:30:24,overcast clouds
380,Sal Rei,16.1833,-22.9167,77.56,74,97,17.54,CV,2021-10-26 23:30:24,overcast clouds
381,Timra,62.487,17.3257,35.67,93,20,3.44,SE,2021-10-26 23:30:25,fog
382,Vestmannaeyjar,63.4427,-20.2734,44.87,89,100,35.05,IS,2021-10-26 23:30:25,overcast clouds
383,Balykshi,47.0667,51.8667,37.4,60,75,6.71,KZ,2021-10-26 23:30:26,broken clouds
384,Kawalu,-7.3817,108.2082,72.79,96,100,0.65,ID,2021-10-26 23:27:39,overcast clouds
385,Tuatapere,-46.1333,167.6833,60.94,76,86,1.05,NZ,2021-10-26 23:30:26,overcast clouds
386,Gambiran,-6.7988,111.4951,80.85,73,98,5.21,ID,2021-10-26 23:30:27,overcast clouds
387,Lodja,-3.4833,23.4333,68.97,99,99,1.25,CD,2021-10-26 23:30:27,light rain
388,Manokwari,-0.8667,134.0833,82.89,71,37,4.0,ID,2021-10-26 23:30:28,scattered clouds
389,Vostok,46.4856,135.8833,38.35,78,96,2.68,RU,2021-10-26 23:27:40,overcast clouds
390,Buraydah,26.326,43.975,77.45,17,14,11.54,SA,2021-10-26 23:30:28,few clouds
391,Tokur,53.1333,132.9,29.86,96,100,2.01,RU,2021-10-26 23:30:29,light snow
392,Epinal,48.1833,6.45,46.08,94,67,1.21,FR,2021-10-26 23:30:30,broken clouds
393,Nuevo Progreso,23.1667,-97.95,89.6,74,55,5.01,MX,2021-10-26 23:30:30,broken clouds
394,Trincomalee,8.5711,81.2335,79.99,77,100,5.66,LK,2021-10-26 23:30:30,overcast clouds
395,Soyo,-6.1349,12.3689,76.08,83,89,8.9,AO,2021-10-26 23:30:31,overcast clouds
396,Bereda,43.2686,-7.5406,52.41,100,75,1.19,ES,2021-10-26 23:30:31,broken clouds
397,Auchi,7.0667,6.2667,72.7,97,67,3.69,NG,2021-10-26 23:30:32,broken clouds
398,Tukan,53.8409,57.4552,26.92,65,88,7.07,RU,2021-10-26 23:30:32,overcast clouds
399,Morehead,37.2711,-87.1764,56.14,77,1,0.0,US,2021-10-26 23:30:32,clear sky
400,Virginia Beach,36.8529,-75.978,66.24,59,65,3.0,US,2021-10-26 23:28:49,broken clouds
401,Tigzirt,36.8886,4.1198,65.14,75,100,10.31,DZ,2021-10-26 23:30:33,overcast clouds
402,Margate,51.3813,1.3862,60.51,81,87,1.99,GB,2021-10-26 23:30:34,overcast clouds
403,Ulaangom,49.9811,92.0667,30.67,68,40,2.8,MN,2021-10-26 23:30:34,scattered clouds
404,Turayf,31.6725,38.6637,59.25,38,0,4.61,SA,2021-10-26 23:30:34,clear sky
405,Springdale,36.1867,-94.1288,67.82,77,1,10.0,US,2021-10-26 23:30:35,clear sky
406,Isangel,-19.55,169.2667,82.22,71,24,5.77,VU,2021-10-26 23:30:35,few clouds
407,Helong,42.5397,128.9972,45.52,65,0,8.86,CN,2021-10-26 23:30:36,clear sky
408,Bonavista,48.6499,-53.1147,40.12,71,60,10.33,CA,2021-10-26 23:30:36,broken clouds
409,Mabaruma,8.2,-59.7833,73.83,99,100,3.04,GY,2021-10-26 23:30:37,light rain
410,Nizwa,22.9333,57.5333,72.66,76,0,3.11,OM,2021-10-26 23:30:37,clear sky
411,Tabou,4.423,-7.3528,76.91,87,98,6.71,CI,2021-10-26 23:30:38,overcast clouds
412,Fereydunshahr,32.941,50.121,35.6,32,0,2.95,IR,2021-10-26 23:30:38,clear sky
413,Kismayo,-0.3582,42.5454,78.46,86,70,10.94,SO,2021-10-26 23:30:38,broken clouds
414,Hofn,64.2539,-15.2082,42.76,80,100,11.16,IS,2021-10-26 23:30:39,overcast clouds
415,Peniche,39.3558,-9.3811,65.08,86,6,10.04,PT,2021-10-26 23:30:39,clear sky
416,Shiozawa,37.0333,138.85,57.33,65,85,1.63,JP,2021-10-26 23:30:40,overcast clouds
417,Praya,14.9215,-23.5087,79.34,78,0,16.11,CV,2021-10-26 23:30:40,clear sky
418,Egvekinot,66.3167,-179.1667,5.07,84,94,5.32,RU,2021-10-26 23:30:41,overcast clouds
419,Krasnozatonskiy,61.6758,50.9794,28.62,93,90,4.47,RU,2021-10-26 23:30:41,light snow
420,Westport,41.1415,-73.3579,62.15,94,90,8.99,US,2021-10-26 23:27:26,moderate rain
421,Sambava,-14.2667,50.1667,70.2,86,3,9.15,MG,2021-10-26 23:30:42,clear sky
422,Pangnirtung,66.1451,-65.7125,25.59,89,92,6.76,CA,2021-10-26 23:30:42,overcast clouds
423,Kudahuvadhoo,2.6708,72.8944,79.9,78,99,11.32,MV,2021-10-26 23:30:43,light rain
424,Imeni Poliny Osipenko,52.4201,136.4853,36.75,85,100,3.04,RU,2021-10-26 23:30:43,overcast clouds
425,Nuuk,64.1835,-51.7216,30.81,59,5,11.5,GL,2021-10-26 23:30:44,clear sky
426,Omboue,-1.5746,9.2618,75.96,89,94,7.14,GA,2021-10-26 23:30:44,overcast clouds
427,Huesca,42.1362,-0.4087,49.75,87,0,2.3,ES,2021-10-26 23:30:45,clear sky
428,Ahipara,-35.1667,173.1667,68.29,67,100,7.29,NZ,2021-10-26 23:30:45,overcast clouds
429,Forio,40.7342,13.8646,62.89,61,100,15.14,IT,2021-10-26 23:30:46,moderate rain
430,Bushehr,28.9684,50.8385,77.47,28,0,6.85,IR,2021-10-26 23:30:46,clear sky
431,Bonfim,3.0833,-59.95,77.92,79,95,2.84,BR,2021-10-26 23:30:46,overcast clouds
432,Todi,42.7799,12.4046,55.29,74,100,5.23,IT,2021-10-26 23:30:47,overcast clouds
433,Guerrero Negro,27.9769,-114.0611,68.83,57,0,20.11,MX,2021-10-26 23:27:28,clear sky
434,Sindor,62.8629,51.8905,25.11,86,95,6.96,RU,2021-10-26 23:30:48,overcast clouds
435,Turkistan,43.0,68.0,50.76,44,100,7.65,KZ,2021-10-26 23:30:48,overcast clouds
436,Fukue,32.6881,128.8419,61.16,88,75,2.3,JP,2021-10-26 23:30:49,broken clouds
437,Rusera,25.75,86.0333,70.41,66,19,4.29,IN,2021-10-26 23:30:49,few clouds
438,Kashi,39.4547,75.9797,43.81,45,0,8.95,CN,2021-10-26 23:30:50,clear sky
439,Sampit,-2.5333,112.95,79.86,83,98,1.97,ID,2021-10-26 23:30:51,overcast clouds
440,Bellavista,-7.0561,-76.5911,78.08,82,94,1.43,PE,2021-10-26 23:30:01,overcast clouds
441,Benxi,41.2886,123.765,46.56,56,0,2.48,CN,2021-10-26 23:30:52,clear sky
442,Iquique,-20.2208,-70.1431,62.64,75,27,2.26,CL,2021-10-26 23:29:39,scattered clouds
443,Lakshmipur,22.95,90.8333,73.09,78,54,6.98,BD,2021-10-26 23:30:52,broken clouds
444,Auki,-8.7676,160.7034,87.06,62,80,4.36,SB,2021-10-26 23:30:53,broken clouds
445,Palmerston,-12.486,130.9833,90.03,62,75,2.3,AU,2021-10-26 23:26:13,broken clouds
446,Lagos,6.5833,3.75,77.09,89,87,3.83,NG,2021-10-26 23:30:07,overcast clouds
447,Kashan,33.9831,51.4364,52.88,57,0,2.42,IR,2021-10-26 23:30:54,clear sky
448,Boa Vista,2.8197,-60.6733,80.58,69,40,4.61,BR,2021-10-26 23:30:54,scattered clouds
449,Vardo,70.3705,31.1107,35.04,59,100,25.39,NO,2021-10-26 23:28:57,overcast clouds
450,Opuwo,-18.0607,13.84,70.54,22,67,2.8,NA,2021-10-26 23:30:55,broken clouds
451,Wanning,18.8003,110.3967,75.43,93,100,9.4,CN,2021-10-26 23:30:55,overcast clouds
